id,category_id,variant_id,speaker_id,speaker_sex,variant_type,word,vector
A_006_12,6,12,1,F,low,birdie,-300.9476854813958 -320.90081792675284 -355.98710059658055 -437.4855967578175 175.5665330897593 182.46370532567425 174.46258355377398 145.48782181839863 -15.585116550211747 -23.741982838115433 -15.764814242899128 7.755057925548423 43.94227166932076 19.766621029928007 25.575354752623856 40.309538580821965 4.775552797989649 19.745069667002575 49.493099154804995 66.20787899116488 15.641961827072155 19.784242961106223 20.76030944060226 21.53488700040697 -19.2166221563003 -31.239958730171683 -32.877381632483576 -22.97809547816641
A_006_13,6,13,1,F,low,bird,-296.7354891425626 -268.81981569276786 -282.8780720322102 -335.1203882475611 166.19755161614626 181.978584889972 195.54132153826265 196.5660586461579 3.5399759097861994 -23.474042692271453 -16.964459974652655 0.7829003638281189 55.450193696376886 27.223544872171516 4.819277511373011 -8.155556117998636 3.5314532510362078 10.294704630624981 19.014012308078573 30.425907525934576 5.36316151570839 13.384863578775693 16.28882349390062 23.092223134902753 -12.953774760189695 -24.099637795477733 -34.27396133890203 -19.824805368349956
A_006_14,6,14,1,F,low,birdie,-291.6264880273511 -295.87871205493315 -340.2422254174698 -423.206557703783 174.07096875354452 174.8641007624548 162.3913773947973 122.31734260618653 -10.503276747971825 -21.09752314391961 -14.132161115059597 7.657101429293794 28.814681210239357 16.783526453133625 12.882128865828331 31.390533177962226 3.7040045863413704 21.30476148617396 43.65692655069432 59.92617321402467 -0.9517258897283537 9.87718850855233 21.351180156411544 32.71944246500277 -23.871363769704992 -36.35129158531253 -31.081024210451893 -16.572021646625224
A_006_15,6,15,1,F,low,bird,-290.1064226791954 -268.94381503385733 -271.6855404335049 -324.0446047852354 175.18153242221615 182.39802372872236 198.17685882652773 207.39623779625452 2.559975166325029 -15.138228862053737 -10.08419471947592 10.101853914492331 52.21771794226461 35.59458635789551 19.044934495806203 -3.4008546171825547 -1.8541582430936228 -3.743889067477632 -3.712459998509007 7.867096596644528 6.86136598686952 12.24908082556221 13.308514795852062 15.113488123049049 -2.2619887149464994 -15.684790558147078 -18.417903469996197 -13.668503378142912
A_006_16,6,16,1,F,low,birdie,-298.10697020543955 -288.2013574059298 -335.628137083953 -444.9484035614405 176.62268265374803 191.35471922152146 172.32082964208738 122.77813269377549 -7.479156007237144 -24.261871654862546 -14.977362575445646 20.53750990125093 44.62942598107017 22.155089489976387 32.605122436652096 47.60087127575363 5.176260782828832 21.20526721161376 38.15734261269205 52.24891870847154 8.437094158672936 19.809598071029047 22.371893190493203 28.00922815495846 -11.89134433602207 -23.52604036322905 -20.039882817734874 -6.960396888804369
A_006_17,6,17,1,F,low,bird,-285.6427907852812 -250.334270683847 -256.7389347441311 -313.6538814136312 171.93008987371266 173.68301549302086 180.01622453424136 180.42814995976502 2.7274048638743915 -30.374478209350613 -24.70270545690323 -18.800762727511945 40.378760717449026 28.37166452940088 18.591445397028416 1.124156846684813 -4.8372049255259215 -10.711568805922981 -7.254378908875891 16.578462674281955 11.151216114033783 7.157354752860488 14.433440892340318 8.12995367058969 -13.339367895559011 -24.100339211216664 -28.47151456006341 -18.802260910388952
A_006_18,6,18,1,F,low,birdie,-308.57610261077997 -306.6422964675251 -353.9808857268995 -445.06704428949337 175.85446250144065 171.3421576562086 158.12651788009902 121.58237417374664 10.034636293731559 -14.231395626665197 -14.13544487820062 28.31764144437207 36.30360245856118 23.999304012466848 32.518429226323086 51.177013775210526 0.42029268292396904 19.281219572096845 52.623852404553965 56.80587463568462 18.294254953054228 18.28698546917766 17.629219620534016 20.17434286621771 -18.087416401223248 -34.34805572162061 -29.71551795484715 -17.53626636858629
A_006_19,6,19,1,F,low,bird,-281.1759247510078 -262.0622513557216 -263.09270250611087 -312.4677193623446 164.37439934855672 170.1882669051638 182.8849420329415 184.9990773432138 -3.836604039754679 -32.29771388848515 -29.938310122513656 -18.572604803932897 44.93644179247313 30.731205531513666 19.042631750164688 -3.974490115234688 -0.5858493277293622 -2.6198803278910123 5.498166718202282 24.181008176229767 10.444343003415606 3.8778774934830285 7.9617776473340225 14.207739377899678 -4.176413649826375 -16.701954022967637 -24.06047073760583 -21.26838749897972
A_006_20,6,20,1,F,low,birdie,-298.858269632252 -280.76750423579523 -340.5643653091071 -447.77914244250314 176.51339004259432 191.43774691683618 169.21013190373458 117.82684856234766 5.673467936051319 -28.487827651844604 -19.1532282713818 15.87015274986279 46.48703206646316 21.5530580492699 20.47394392371478 35.499020015147636 6.060376447137322 28.953616513113666 53.23426878005802 59.94684256396913 14.3004025686433 15.99471770816676 18.653988311383017 28.05568311847948 -14.177034283188206 -19.978880497655588 -30.800006732581693 -19.562222903190563
A_007_01,7,1,1,F,low,book,-382.87374682077746 -376.30495000412094 -465.1823796612649 -468.5161709698864 132.19501980319407 162.25859222565356 116.87543494671172 90.3646179433442 28.135761472019958 30.467496565173693 41.705380833049844 32.707927375309325 39.46890541354068 12.193996167745166 -1.102886097876604 2.4907767562509946 1.769111871880331 -5.095053430310986 -18.43797620047895 -23.894861961596973 6.431262169740624 -6.205455737539051 -5.369411213141241 16.9878739122939 -5.988597322753405 -17.136609636880728 1.2085346257073255 26.07365707730532
A_007_02,7,2,1,F,low,book,-364.29114548040883 -405.0088765259213 -488.0392244078714 -472.9732342258593 147.09839991024907 152.0488466684398 103.8443084382989 94.47446035997555 25.00728390186476 39.38421951068315 45.59411158968141 22.034920097972027 37.89747580673236 22.591787988209838 13.383915717768861 1.6580413571805819 -3.272160665776011 5.900546763670608 -1.5335624164977582 -9.41729567415955 6.6830042278416295 -0.5550296201668325 1.942579376249535 14.21556143831436 -7.230150096008446 -11.659032702503728 6.002877624342014 18.747071463176347
A_007_03,7,3,1,F,low,book,-399.03939583020497 -404.59591122408557 -497.13584219429356 -489.3323143835309 152.4627277873466 166.17792378034886 111.26315930448806 103.11793213092396 35.25623706580298 33.77102542745861 42.3359533245503 35.74242252736411 30.862850274401485 12.984043493613509 3.4092861910880017 -1.8624452860704392 1.6738466424440317 3.8063745366913357 -9.495770451386461 -15.472785667433218 8.397066280806012 3.3082705153974485 3.014827601945017 20.073915017820312 -9.547516255063188 -12.023969816370705 8.269154556473328 28.173875170557217
A_007_04,7,4,1,F,low,book,-387.24132680437475 -394.9210418420871 -461.5285551686747 -424.8801641648723 157.1155142013307 166.0395774090595 114.30227746380538 96.79949594947394 40.535734447368974 34.60107203801596 34.00409495881351 6.198613007742423 33.88367263605312 8.201094588266894 -1.8757020176823809 0.9556579180019136 -5.13245329741458 -10.415216944092002 -20.771715658995213 -19.784909427793693 2.481778719374997 -5.657299298083561 5.220128567420677 36.498332298744 -8.836912957044099 -11.692917973165152 9.667762752980016 31.051203376932264
A_007_05,7,5,1,F,low,book,-406.12467774257476 -413.13058466535483 -514.7658070513932 -507.84321464726935 161.75033389900307 173.16626888687819 110.78595231689957 99.18698312162036 34.1845493318679 43.80634268595696 51.397746645777524 42.3206957233252 20.3219037261077 10.165072057411088 7.611846744251781 -2.3050361988261683 4.448584035069474 -2.8861084929216125 -8.972238943236702 -20.78994507463444 11.694293334433834 1.154344709946899 1.0676288138894408 14.093764780143946 -1.9823975561631733 -2.9439491349353366 11.095623085803929 31.656228481001932
A_007_06,7,6,1,F,low,book,-385.6539141965882 -405.6930271553805 -459.14393734126287 -462.40076733113784 138.20433724256674 143.02343825338502 110.80703909128816 104.11794973017288 54.709037390429756 56.796698579343136 49.179183065540265 36.955532763414936 39.800408508040874 27.527520102691717 7.63286788106852 2.264099537515305 -24.69865092236929 -17.83805802980008 -17.72909794405178 -13.321500921333307 1.9642757037129694 0.010611222980432156 10.12750623525146 22.85247901333216 0.7804329037080565 -1.0364798759775022 18.660627079180543 32.86424933965094
A_007_07,7,7,1,F,low,book,-363.035291707672 -373.5306775500779 -451.0282195152784 -469.3300040752124 155.18025825046374 164.6991884772009 124.91742977444508 96.98321149359114 47.09402111719171 52.00697317153475 53.35597466784531 33.01682578179595 15.084306165772743 5.125026850717488 4.46569523784164 -3.6163937284539447 -15.624586771206722 -15.462253264089394 -16.441432562106492 -22.1636771284695 14.481067494852194 8.272105606967198 -2.6199772025729775 3.729628802253174 -10.359111601215265 -11.011478163741643 8.498161880931214 22.681588593467957
A_007_08,7,8,1,F,low,book,-382.19973060624716 -349.800119451069 -458.5122396601696 -483.93078045385454 151.70268341165712 180.8959780156511 139.36439650478766 110.36437904692342 46.69026670998926 40.12278308081605 49.313132268052435 40.552856987432854 27.369685896592706 17.902015364458606 4.026069377340351 1.0991324198131907 -16.877727979315832 -15.508139839754714 -5.2466378455637175 -10.482818308574213 25.77849505751211 17.423533578632423 7.770473613209033 15.771189348746207 0.5930040269396586 -8.440578189236035 7.458007418209057 29.381034758914716
A_007_09,7,9,1,F,low,book,-391.18230502372666 -386.2302766998261 -462.5207974340651 -457.02417144964943 161.64516322539663 175.63531286082844 128.61963947351074 103.72795876029886 61.68044695679914 53.58139236871379 53.47881335193704 41.76824960514554 25.437803582381683 6.338857514126429 4.907728212923304 7.2710576440131565 -20.288796772801387 -18.236988328868847 -13.629741773627234 -17.01364585780332 14.621655717069455 13.945314184437759 6.089142113244597 19.982327074491362 -3.9861050616115437 -11.724925430615805 6.5696162095338115 24.189272390539394
A_007_10,7,10,1,F,low,book,-396.37416153563606 -378.3418990307238 -474.3876726251811 -477.72259636335184 158.28300974550697 182.92226337871185 138.71805665836632 123.05550328448643 44.36801186143629 36.76517651663302 44.556815297165855 40.007174735955246 36.25860089853271 14.943040555608992 -1.1117662959306303 -10.126760218746817 -12.64411667979762 -11.930686550999113 -11.465094504110294 -35.11999225962062 0.7952984914217425 -7.340061052215684 -5.346735619944959 1.8917782178420675 -0.7965601586002217 -14.456385274921761 -0.6439921023884839 23.937129210909973
A_007_11,7,11,1,F,low,book,-370.9516439604287 -372.66551943835753 -454.94188974177945 -484.14523327261065 138.86568217205055 164.98582560368374 119.42696295356725 86.04725053654136 37.34369764475202 37.26757589802882 46.60912380540379 31.986414099485316 30.51414350139695 6.484521503021543 -0.5984787601322021 -2.3897739264698465 -8.566476379618454 -5.565750933316593 -11.4345667881013 -7.840290122278095 10.151842439257473 2.3547713369115444 5.419468180960865 17.213703290753124 -4.854353497338459 -8.934828755685274 10.25748436589359 22.142005686144905
A_007_12,7,12,1,F,low,book,-361.88602632641937 -358.64092493220164 -474.2549595412026 -511.6782589417846 144.14137054531966 172.67848610119142 128.6560022479751 98.24941858218938 15.747003038541472 3.2536767255672228 25.94861855975364 27.84073068260084 38.49716482219503 0.20743614861640847 -14.143103622603752 -6.4136087199444365 -7.573639251863252 -2.1256886569600826 -8.558023712827197 -6.602817137071188 4.081899491726276 0.12386951157476492 3.017102765746681 16.06170768715563 -12.567884810157512 -22.564082066509997 4.096359659609787 26.062673726847734
A_007_13,7,13,1,F,low,book,-369.9474285791569 -367.6628125164454 -473.18281904520603 -500.13267335904874 142.09216460165197 173.8139690121889 136.56468644514007 110.63594764870197 18.89306181214288 5.2521461693979905 34.62742779332366 40.86678274830006 50.40720950931596 12.499356574934762 -7.641426431023865 7.333643002965676 -12.47272673746879 -5.308552957807618 -16.859761370529917 -14.126349319885986 -0.279563847023517 -5.506881016015122 -1.3757643275086224 15.897202071647108 -18.568484665114738 -20.391687363383657 0.7824100244368737 25.572831811898297
A_007_14,7,14,1,F,low,book,-368.8892073336504 -356.2173097390146 -459.2342766397052 -495.41234058463914 147.3565773298542 169.66479755084134 132.08157871453824 93.18388021220053 35.623238596204914 17.767109274614498 34.487938251451524 24.40251299165218 36.30063248527466 11.450203933430497 -7.754514794415028 -11.747524545335704 -21.50586761505519 -16.31369393938365 -20.25538866088846 -24.820465723727274 -1.5867309105792828 -10.43075398270802 -9.565072088054487 10.470379346930336 -16.868886619203142 -21.184489406551407 -2.5485980609058774 25.152552221432657
A_007_15,7,15,1,F,low,book,-400.42104810071265 -391.8690425295049 -469.8700619300095 -500.70511507362744 139.72184415567716 157.7621411025823 116.96455283530125 85.81648459723138 66.10363069966726 57.29514368490971 51.14743198908758 38.2574271545831 38.77255643953229 14.431103176517258 5.334128084302523 7.756106869380838 -18.24352873749981 -21.15267922760291 -7.594379340169157 5.00441090104553 6.22508494623194 -0.8973363625756801 4.191218447148811 19.62153589936796 -4.522540812771741 -9.427150245763231 8.22830926918625 25.024743755817944
A_007_16,7,16,1,F,low,book,-420.60014742532655 -402.6361194207933 -499.3547941559932 -518.0159760163242 140.68219355261925 155.07828842581455 106.03084424676629 86.60847914724147 59.42857816981373 56.26069024954366 48.09192227035268 34.30919966375254 32.32554465580247 26.881800136071394 11.749158594543001 -3.209196460365743 -12.06340012873143 -12.121632520296687 -0.4314989603839633 -14.832196877572482 2.945500882132623 2.602918222776865 4.100087154209094 4.265809576795691 -13.319353367479277 -22.482701061067253 0.6514452200297011 21.91520401519997
A_007_17,7,17,1,F,low,book,-381.08841880829 -369.2926156298376 -455.3900422996299 -447.6639671248384 147.49352127998176 158.4131357209263 113.03152741802887 94.18283195746037 49.448438797880335 42.21794341678542 45.96407598196693 40.357348539210214 23.465446204046863 10.941199773039582 7.016657254886297 17.976711139048803 -10.721810917297294 -17.643930323315463 -13.352131420766923 -20.344111507225804 1.1516935454302102 -5.297853206308478 -0.8168357221817202 20.16851676064588 -14.173432411471687 -19.153565482919703 3.5950006178104528 26.601005276208937
A_007_18,7,18,1,F,low,book,-381.79300716496897 -375.82984970360246 -445.0004765226829 -465.4825307935098 154.5329854921984 167.1479355773979 129.9587318965574 107.95741091390516 67.87113709912131 55.294154232901235 58.469634019638406 49.28380197658916 35.2567612580579 14.337965224572436 7.6524414751335375 8.065724054469289 -16.87870697476349 -12.804995879891477 -11.445769073820635 -4.264825650622767 0.9480243264100513 -1.5786922361205082 -0.7771552398988144 17.275525388110363 -10.578222673948847 -16.38282047763916 6.312087830999319 27.551068349777502
A_007_19,7,19,1,F,low,book,-385.1724699454586 -361.6339178826051 -461.9634250392371 -454.9637606236784 145.847489934304 169.64412999887395 132.68793697133378 108.52770851333864 46.11189425859749 30.22253352518956 45.91875332539341 40.98957965879022 46.92264008459621 22.72815104056838 6.941516397878374 16.376483166128466 -17.14938479983803 -21.334433804444622 -14.152853408769847 -24.39055754830512 0.22880787283403403 -16.463197845702815 -9.40288532489264 15.538793346213335 -8.306306826550468 -22.303849169773493 -5.861720901116022 21.33952532169924
A_007_20,7,20,1,F,low,book,-340.2432626722538 -420.5976378899395 -493.2618803929691 -570.4119755571771 174.51658611591486 140.7867201984705 85.23343175734954 22.800642078101106 28.065685311879683 31.92702618463845 22.410166750245075 12.640026585929588 26.955808130390608 -1.5992835360290096 -1.0076078794629564 7.31968801126847 -15.502573518384626 -19.742325192551398 -3.3903152914118633 9.71092949060364 -23.066929111677993 -5.4507176678124 22.293821724377935 14.656635895209135 -17.039096852118377 6.805741989547965 27.02309920662539 15.386738365092825
A_008_01,8,1,1,F,low,bottle,-310.6306242783034 -327.0739687151492 -383.65900175759424 -472.74257231552104 163.52371792313374 154.5201985525934 160.1418424048095 156.39763863596232 42.586823525721435 17.358233073615615 33.94778608065526 82.31481029672594 74.72696420422052 55.29748350918866 51.393197995148284 36.14240639248605 -48.00748629675819 -33.51428908309755 -2.2017010299090787 -13.675845916500094 -17.463617807453648 -11.298692937027727 -19.169899097955028 -35.20153422788157 -19.479118885955366 -14.58021087505579 -20.621610554962373 -21.659435132782985
A_008_02,8,2,1,F,low,bottle,-379.8485618331439 -348.02495917127277 -328.2699827952045 -439.84038939374324 166.43698026820167 148.22460292723656 154.47252526535488 159.69949293818308 81.09304367500835 28.754820673857353 -20.34383681336577 31.530051212465786 63.298893513712045 68.45928432573876 64.84495788050017 39.58399587839629 -54.070443223648944 -34.91911142196079 9.087652953061017 16.80028344156044 -20.536170959181476 -13.177141437028457 -9.531906954244922 -20.653041047443097 -29.998371951118898 -13.745952188108802 -16.958769925182526 -23.643989710703543
A_008_03,8,3,1,F,low,bottle,-342.6939004340731 -360.21011118978157 -416.15377674781377 -496.22473682917456 166.49016203085603 171.11800023558732 179.49964559751095 158.08050108940364 56.153449346503564 42.85388296079299 45.71514647423722 76.68415251952891 77.90964449833609 50.89118977882681 31.152824772922955 28.51574601483412 -57.858648749584894 -43.44100192890233 -14.451722316018493 -15.31189351629553 -32.87305739903579 -20.38744275568478 -16.855746934180438 -28.39302950640252 -19.390967672098412 -16.83385510398931 -17.77368112106189 -19.78447338276793
A_008_04,8,4,1,F,low,bottle,-365.3771171783876 -393.2596048451178 -413.90726386677994 -496.53581622112665 192.90362787197546 187.3337855166726 174.63591905507508 156.49286392150432 70.33782015039839 58.31070409246247 49.081806910913116 84.48987492717663 52.77342130547535 47.214142215500786 52.105840473061726 36.37337683873807 -42.13494810547186 -24.35554634793413 -1.315965782854889 -4.255737534745487 -27.269908162010587 -32.76729692658724 -34.07893523869704 -28.63700141272995 -21.23144128751226 -17.31075105868135 -29.480330397190503 -25.79580307598553
A_008_05,8,5,1,F,low,bottle,-332.5936916092174 -372.04212435028995 -411.2057406001495 -472.6866277717022 174.23109625450923 180.40374962018194 174.21280424828734 161.67759977400223 56.46726993793545 63.396994311826404 57.78228743826503 82.43200799152802 59.742076676657845 40.504468731839324 38.83779535250689 33.65899839776315 -52.9196109721232 -40.138698781865685 -9.886186978908592 -5.469647664304409 -21.663811133758156 -17.969861678986568 -22.617747632445802 -27.364363322517978 -21.31035824995375 -16.63745439184482 -24.825026211284786 -21.174813492843345
A_008_06,8,6,1,F,low,bottle,-316.9943384351408 -347.589682135465 -405.4768568243749 -494.4407032093291 180.18560945690353 158.9214307334277 146.82588996160493 128.25864037083892 51.79047210884565 49.836984178277255 59.52311916926881 78.95347451888682 65.31448107961397 74.21673647846951 70.05502256231111 46.317697744918576 -46.90993215249826 -37.42950101995694 -17.725470972441315 -1.3905022528595863 -29.001573499369513 -31.38734355390016 -31.82370458271121 -21.26895012433713 -15.036691500805158 -10.76021983610081 -12.565311500840725 -14.842576109719346
A_008_07,8,7,1,F,low,bottle,-334.80761155443713 -378.6811222686969 -431.99741719002134 -497.4373558183091 175.13972409309034 181.7866572274441 171.22146472188015 165.29216091287026 36.53972007907345 45.32576340434188 53.079219142617944 83.12807061024313 74.7817599539374 57.51874947058191 40.44763626372762 29.85045343441506 -42.006928272837456 -27.659488389454918 -8.012102979260417 -4.724027906744204 -30.848768789726964 -31.620785067406278 -23.196127974183682 -27.56139568878231 -13.492357347412671 -16.998955730681637 -28.265474196278934 -24.388972918153726
A_008_08,8,8,1,F,low,bottle,-348.32907562269384 -389.4282235993334 -425.1028829760094 -488.5824866958384 189.39293595898673 181.83317394560981 164.31928243305612 150.42280833276527 59.656749790777155 59.02964684636234 54.746197590398765 81.56319354775377 65.84041765268086 59.42339198352164 58.667195916968964 54.10126545906608 -43.2715022511523 -30.55226218087859 -6.686623808867541 1.937086891377377 -36.47838457414143 -41.470133256676064 -30.71796182870057 -29.513822796210782 -16.117109613167322 -18.68246833366839 -22.122213621877393 -20.34946756598135
A_008_09,8,9,1,F,low,bottle,-317.9516422142977 -356.10210413771716 -412.72591945960403 -478.6062559521759 169.4412688517064 181.47732515245684 169.63946994360205 139.62838928817737 46.91106797937609 49.5510471723909 50.106057631864914 68.99687380454787 57.45006911373104 38.530116130726725 24.552983676548024 26.838679332439128 -45.278965648455696 -29.69164689951966 -2.400686638328937 -5.295720771290651 -16.342725688217183 -22.34096325418454 -14.867572358195865 -24.80023758918571 -22.676476982254112 -22.248798086013593 -23.22929928750304 -23.513728726628706
A_008_10,8,10,1,F,low,bottle,-365.6459658600892 -390.22332073141627 -443.4559312325348 -525.3970299310681 182.48437533781345 191.38238811604538 186.41506385593897 158.28586577616758 52.894682163592634 35.261108013729704 50.68297184629483 84.91565480368301 76.17094469158532 48.58603576847737 34.43340602043938 35.690267451160835 -42.449471017588465 -24.503425811388478 -10.188353745951925 -1.4130219875515881 -37.78134484336936 -32.11401793879277 -24.879768530707338 -14.487218549216772 -18.850966775992017 -6.984574384413105 -8.251008380558655 -7.335250034794665
A_008_11,8,11,1,F,low,bottle,-333.40855294153533 -379.2849931363049 -454.8827400763131 -515.242537839 178.44932432792018 170.5735488353278 150.58942743334507 132.42625687495814 58.81212229631374 52.28707687225085 70.80542972997974 86.68520151588145 72.07888314098442 59.066356620829325 54.98908349318248 45.07738083065976 -43.798904372726255 -33.44628339384843 -16.739301164103317 2.3700461262739747 -36.61004680853439 -42.5460702366986 -41.4347288238104 -20.957135470478875 -22.45974246520843 -16.0837397021823 -10.33785244402831 -13.931459238349191
A_008_12,8,12,1,F,low,bottle,-306.785186750474 -329.69779116803016 -385.9785250135696 -474.50445605945026 174.74653812395266 175.25479428502598 169.5893422062997 146.24284802088204 48.897177672536046 25.695186947631253 37.55336692374735 73.17548187066038 82.52232582620891 54.468256159045644 45.45104670592741 42.70398807352929 -54.11265761026215 -30.403706642718124 -7.533782731359621 -1.2558508511788682 -46.009883885947 -34.82831782008942 -30.925634471721672 -30.091481854538948 -18.52139710986384 -17.65079565134572 -24.364750028502996 -21.569682450206862
A_008_13,8,13,1,F,low,bottle,-350.2168476930267 -389.36914207907694 -458.15464239405907 -529.5922913148078 194.4761126461774 183.43703317348024 155.5516379277378 129.22456877956307 54.03090980083942 48.45618741586787 60.37831138784732 77.36061756393904 55.44837620779856 56.843045040965784 59.44310841452504 44.7235297719235 -36.86751383398561 -23.757483523463605 0.20225642197927204 5.742406536839219 -25.99173611175683 -39.07937765798384 -30.532740256614424 -24.56507483799524 -21.830390496009958 -13.576801531454436 -22.695434446173113 -27.019722874060125
A_008_14,8,14,1,F,low,bottle,-350.54238296216533 -406.4009524633872 -453.3049277612343 -512.2605255869031 179.13071173446127 166.49260094658072 147.43739642207674 125.72122638507267 63.73279235373664 55.407154381160794 53.5963291901483 80.02166002794755 62.2744531713366 34.82831048102148 32.391398075451725 42.612877576661575 -45.47389122014722 -26.758612279895537 2.1158234119625443 7.581711210332184 -31.695368699776076 -19.901639987251244 -8.829309304592355 -10.384423497222715 -22.83073511861963 -19.089418985564976 -25.296907779269684 -23.296719544955828
A_008_15,8,15,1,F,low,bottle,-342.54125355487446 -387.52805204978955 -428.7669164938934 -497.7777636279604 191.66421562923694 180.74283630609912 160.0890148817495 140.37594744424712 60.37173245037431 51.231962000042444 50.6855781204476 80.14939414795342 58.25430217674432 29.88031868592398 36.78028296623246 39.51963916824214 -36.64203613510408 -22.14904714169092 2.288371217171508 5.853341285204468 -34.64223858393829 -22.306356499366974 -14.589239889583544 -20.500035926494927 -19.18800326298394 -17.72822535177019 -22.497712329144033 -24.685233980091617
A_008_16,8,16,1,F,low,bottle,-332.89291554166186 -364.1041350970886 -428.9236439518003 -500.786801982964 193.35849759717397 174.2288988363578 184.5811825188032 157.21432545402274 40.06456250208639 59.241111505854505 56.45727133510272 72.47046137128663 48.66135972999302 33.184843361483175 25.82122296832689 31.53919568342004 -38.11504386589529 -30.387925472574043 5.314989804617145 0.07376712059116924 -26.62072177282827 -1.7178303318231318 -15.256040348253451 -26.073586699850985 -28.247981146468355 -41.17624784120157 -34.59048755828361 -17.04666923057212
A_008_17,8,17,1,F,low,bottle,-346.5169144907211 -381.13099805844456 -404.88200832899787 -483.2094912121749 181.69635433813107 181.98190838153823 166.25275015565435 159.15432841733605 47.71068099506941 50.34309155195489 38.10841298102922 70.9486493748758 48.8688958192063 40.32278032339716 42.07836583522277 26.639699758232176 -47.289185247827945 -28.77680441448964 -5.1140882301389 -4.084757833040122 -24.638579036149224 -19.31019282300123 -13.066297650184877 -24.52461359946047 -15.692812021694529 -18.782485033967767 -22.685878502364126 -21.155959112958495
A_008_18,8,18,1,F,low,bottle,-367.9454912012947 -365.3935681677653 -393.81023763855217 -479.00482800128543 195.78340428802477 190.07683156451665 186.1314712221 162.5585267680553 69.74232087146781 35.137471256700636 25.64340454083123 70.05857873950316 43.55919058744397 32.793211372514534 13.07081911736038 16.944066265208956 -38.378247517187674 -23.582846336074603 -1.8161974377666825 -2.927089142265622 -38.732532200752594 -25.90326002445216 -6.373759317356625 -15.56966146105426 -29.160742522379778 -8.598875156431149 -7.838249506407976 -16.16710794348814
A_008_19,8,19,1,F,low,bottle,-349.8696803682305 -366.45279276462963 -412.7922164242548 -478.6905201106707 191.31859918467728 181.42224754180842 183.87088637964433 160.41840837271832 63.12465545295801 47.880910935674834 59.62875257903593 77.5647265818399 54.37528078960288 31.536209150043575 15.748041857008037 13.480494255152776 -46.923758868172854 -28.88152049632763 -9.936060428568286 -17.450675212013486 -38.86365834112021 -11.86146782793755 -10.77109181369023 -27.388857494178815 -23.79383399731752 -29.65480937584185 -33.30032819395646 -23.85311718418119
A_008_20,8,20,1,F,low,bottle,-354.84042001169973 -371.297857612052 -411.4523701971494 -494.3570117734461 198.45565623559884 177.36399953709054 186.43416605546275 164.66363317049974 58.142706355304355 35.775367414288205 39.15024053237694 69.41033932684343 63.74296203953736 40.686039382444996 24.18843720929121 19.114404022471824 -49.191072231605496 -29.627738400161256 -4.14258800001636 -6.080286703804383 -44.63510715007921 -13.017178105075367 -12.434493424157376 -21.004232655900267 -14.168785645516547 -20.900019951947424 -23.33933811558416 -13.504196711533512
A_009_01,9,1,1,F,low,box,-271.9403343674618 -348.2609636367626 -290.4850456414606 -274.60807966864655 184.62807722177476 173.46532060440893 16.97162075968669 -60.81566633738868 -8.208050351735201 -3.1645793419083326 -5.270668700457305 -0.7811937775735057 35.020761039595925 4.988006634992061 55.636114947813056 92.3038102404033 -43.84237774794213 -35.59324715965607 -78.35929143771355 -87.2435346780762 -17.140705893554873 -30.616440121037407 12.25747225870401 36.092594808753624 -37.8380434698687 -31.07500295006941 -1.9403396062722618 7.915295330586942
A_009_02,9,2,1,F,low,box,-264.14765604758014 -331.86021842882514 -293.7321012487033 -312.93337698030507 158.60998452999243 162.30065170172637 29.89742158106301 -37.614198252996474 -15.590863024747346 -5.0110913942653 -16.470830928397515 -6.3864411903715945 32.996689179833595 -12.04706364881681 50.770995763304896 103.4645460727085 -55.264436347172776 -50.15959536326619 -71.74037618894658 -64.32197290480508 -16.271685045766755 -18.641408582129174 8.954755892986746 32.53891858756835 -17.001337931230907 -10.706966998587673 8.32945797630694 19.069844808196024
A_009_03,9,3,1,F,low,box,-345.1015441812703 -311.64996965662897 -446.2222566412872 -400.21417100702763 148.73772601144668 170.22353257496908 142.46453620019662 62.259567541682664 28.762786789487592 11.709190558759293 26.271513271418478 5.687862588337669 45.80833443943044 25.574854198322967 -14.437365635482234 14.669193167083268 -28.770620345424078 -34.93443838277612 -26.460659663404563 -50.47512413890834 8.829144974871372 -4.409237013795605 -21.918922566838333 17.818216475093887 -6.372031711821391 -17.091746638864223 -15.749721253845214 7.911044023529947
A_009_04,9,4,1,F,low,box,-271.72647252319234 -289.1388649040391 -277.2693353893577 -288.62899542163234 185.8794043560595 196.39184501195757 67.35682673494827 -35.113913392009565 9.969091403666132 -2.563396695400574 -0.016842274104630017 5.622776168584677 35.396203779462056 -2.6298401656324 44.461782626227745 107.3707615268091 -59.3339293720514 -47.7013110495284 -69.32291696515514 -77.29944413980164 -11.239549539997949 -12.88333063839259 7.959497000661338 25.857385746877046 -14.862207265254485 -15.276495021430584 3.6320286360576644 19.42127909354206
A_009_05,9,5,1,F,low,box,-308.66885693236486 -349.883110452497 -353.46532787742433 -332.11213081845347 181.39375576997247 179.5690568031251 69.21853193636093 -26.53552458778347 22.608066899099903 21.799884446866912 5.096609251511515 -0.6403473645079858 38.55356696185187 11.235467034479804 37.989493668306274 96.03759899623137 -47.149114370860794 -49.86103767022533 -67.95709846551172 -74.77832852924442 -2.635523820316775 -18.984019263403777 4.3217463698481335 31.36221912833155 -17.94468751042198 -16.2861977151866 6.789230154746411 15.53273123914218
